category,region,price,avg_price_category_region,supplier_id,supplier_name,supplier_win_count,days_to_tender,price_per_unit,supplier_years_active,supplier_total_contracts,supplier_avg_contract_value,is_suspicious
Техника,Актобе,2669894,2554954,BIN635060030058,ТОО ЭкоПоставка 723,3,10,2694.14,14,400,18694673,0
Медикаменты,Атырау,7176954,4744747,BIN434362244112,ТОО Медика 193,14,9,10695.91,7,199,12696273,1
Строительство,Алматы,1651920,1959272,BIN384413341833,ТОО ТехИмпорт 977,10,5,6970.13,11,455,11079409,0
Техника,Алматы,5935847,4977331,BIN526581404239,ТОО Медика 413,7,4,7108.8,9,376,3630394,0
Техника,Атырау,1092580,922093,BIN583804741370,ТОО Медика 209,10,4,1377.78,3,458,1981914,0
Медикаменты,Алматы,6066271,4001022,BIN915593780946,ТОО Медика 85,2,1,25276.13,7,228,18784864,1
Строительство,Атырау,792065,638392,BIN137687767700,ТОО ТехИмпорт 246,13,10,2684.97,8,258,15642817,0
Продукты,Атырау,6892874,4532404,BIN842262560423,ТОО ТехИмпорт 113,13,4,7779.77,3,369,14045762,1
Медикаменты,Астана,3847935,2662976,BIN662891596499,ТОО Медика 103,10,6,6360.22,11,201,4053425,1
Техника,Шымкент,3255996,4270612,BIN161911051694,ТОО АстанаСнаб 168,15,3,4228.57,1,81,1803025,0
Продукты,Алматы,956030,885251,BIN998845843885,ТОО СнабKZ 429,12,1,12415.97,8,315,12723372,1
Канцелярия,Атырау,2845286,3752068,BIN262181159465,ТОО ЭкоПоставка 956,2,7,3172.0,2,122,5839204,0
Продукты,Шымкент,3600828,2969400,BIN365748302687,ТОО АстанаСнаб 182,14,3,4143.65,12,145,2306393,0
Канцелярия,Атырау,1521954,1152698,BIN819922310054,ТОО ПрофСтрой 851,7,1,3131.59,14,358,5346419,0
Строительство,Актобе,513048,524777,BIN995509597545,ТОО ЭкоПоставка 732,3,4,748.98,3,57,12716711,0
Продукты,Астана,1428249,1387365,BIN210903460481,ТОО СнабKZ 635,6,4,1796.54,13,105,12600821,0
Канцелярия,Атырау,2234527,2382145,BIN595067063278,ТОО СнабKZ 406,11,8,8938.11,5,497,10505302,0
Техника,Алматы,2110656,1499889,BIN600959904824,ТОО СнабKZ 837,15,10,26383.2,7,57,15876695,1
Медикаменты,Актобе,4958815,4914889,BIN576777749811,ТОО Медика 108,2,4,62769.81,2,350,3977226,0
Продукты,Шымкент,1910174,1483319,BIN326621164036,ТОО Медика 271,15,5,1957.15,8,89,12464201,0
Строительство,Шымкент,1301861,928633,BIN545175912807,ТОО ПрофСтрой 549,3,7,2614.18,4,105,19496815,0
Продукты,Астана,596381,517451,BIN172648496882,ТОО СнабKZ 16,6,9,824.87,14,361,15010590,0
Техника,Алматы,1102948,1486830,BIN145615496820,ТОО СнабKZ 837,13,4,7767.24,2,120,2928338,0
Канцелярия,Шымкент,3540836,4922750,BIN231944531145,ТОО ТехИмпорт 808,12,5,10030.7,8,49,19751311,0
Техника,Шымкент,3301578,4294394,BIN341512361407,ТОО ЭкоПоставка 932,5,10,8757.5,11,334,10051827,0
Техника,Атырау,1785683,1150713,BIN232820270716,ТОО СнабKZ 813,10,2,2365.14,10,218,11433775,1
Продукты,Актобе,2796981,2120276,BIN218990770998,ТОО ЭкоПоставка 689,6,2,5277.32,3,400,7588953,0
Техника,Атырау,3938698,2656650,BIN981296522517,ТОО ТехИмпорт 412,5,1,15818.06,14,196,10524411,1
Строительство,Шымкент,1754787,1539479,BIN950357553426,ТОО Медика 856,8,5,2185.29,14,180,3931371,0
Медикаменты,Актобе,2682230,3554530,BIN341353441594,ТОО ТехИмпорт 136,14,4,9934.19,8,66,14136918,0
Канцелярия,Алматы,430763,557051,BIN161459740377,ТОО ТехИмпорт 716,5,7,1087.79,2,319,1531590,0
Канцелярия,Атырау,6675199,4174881,BIN375715211761,ТОО Медика 507,13,4,12861.66,14,87,19979960,1
Техника,Атырау,2883359,2138664,BIN497216843789,ТОО ПрофСтрой 441,9,3,32765.44,1,349,13992201,0
Техника,Алматы,3593868,3348948,BIN900565277934,ТОО ТехИмпорт 164,8,10,6819.48,11,295,11318834,0
Продукты,Актобе,7160807,4856179,BIN970341611804,ТОО СнабKZ 921,9,9,11662.55,5,192,5743493,0
Продукты,Атырау,1279263,902107,BIN182890884427,ТОО ПрофСтрой 205,11,3,1304.04,2,290,11509103,1
Медикаменты,Атырау,3098958,2143317,BIN174263291223,ТОО АстанаСнаб 961,12,10,3466.4,5,293,12176766,1
Продукты,Шымкент,2728730,3334475,BIN464667793183,ТОО ЭкоПоставка 354,14,1,6639.25,13,457,7843325,1
Строительство,Актобе,523215,538463,BIN780265530302,ТОО ПрофСтрой 737,5,7,4288.65,5,417,13457595,0
Строительство,Актобе,1021258,715251,BIN434167715810,ТОО ЭкоПоставка 478,12,2,127657.25,8,354,17750518,1
Строительство,Астана,2350514,1921744,BIN284080599957,ТОО АстанаСнаб 704,4,8,10540.42,9,403,8721922,0
Канцелярия,Алматы,3544503,4883888,BIN299229166410,ТОО ПрофСтрой 37,12,1,28817.1,8,238,5725431,1
Продукты,Шымкент,5589491,3830161,BIN266912792135,ТОО АстанаСнаб 626,2,10,7950.91,2,476,2704862,0
Техника,Алматы,909856,1047943,BIN130091261493,ТОО Медика 325,6,2,5795.26,12,88,14305718,0
Техника,Алматы,1616488,2245497,BIN871322048929,ТОО СнабKZ 85,6,7,1784.2,11,383,19106589,0
Техника,Астана,4869065,3932077,BIN828822424429,ТОО ПрофСтрой 518,9,1,6734.53,2,380,5328989,0
Техника,Шымкент,1785237,2338932,BIN820011121254,ТОО АстанаСнаб 776,8,3,3330.67,4,126,3048030,0
Продукты,Шымкент,4359359,2747927,BIN709320360418,ТОО СнабKZ 912,2,2,4769.54,15,455,3208995,0
Продукты,Атырау,855461,1039960,BIN781557084840,ТОО Медика 632,3,4,1176.7,10,449,7941183,0
Продукты,Астана,548984,507731,BIN289328608159,ТОО СнабKZ 401,8,5,1425.93,4,251,16314486,0
Строительство,Актобе,584223,678084,BIN488569655756,ТОО Медика 382,11,9,628.87,3,293,15191194,0
Медикаменты,Астана,1650391,2076156,BIN704510748429,ТОО СнабKZ 74,9,1,4926.54,6,193,3517143,0
Продукты,Алматы,1025828,907912,BIN345664977556,ТОО ЭкоПоставка 548,2,6,1373.26,4,269,5332273,0
Техника,Шымкент,1133698,1516184,BIN367786537645,ТОО ПрофСтрой 384,12,3,2914.39,8,297,3819825,0
Продукты,Шымкент,1420577,1759076,BIN680918091939,ТОО ТехИмпорт 393,7,3,3382.33,11,225,16871907,0
Канцелярия,Шымкент,1741704,1461135,BIN131821073056,ТОО ПрофСтрой 263,8,1,6597.36,15,83,15380382,0
Техника,Атырау,5946740,4386234,BIN112790392396,ТОО Медика 574,2,6,19370.49,8,182,10195655,0
Продукты,Астана,4926281,3082325,BIN898057913299,ТОО Медика 769,4,1,35440.87,1,25,5104622,1
Канцелярия,Астана,875589,918198,BIN445210843602,ТОО ТехИмпорт 404,4,7,987.14,6,414,15152060,0
Канцелярия,Алматы,1475518,1959425,BIN422488250148,ТОО ТехИмпорт 117,11,6,16767.25,2,242,12950204,1
Медикаменты,Атырау,5303872,4165205,BIN128297946883,ТОО ЭкоПоставка 94,14,10,12192.81,4,226,15441066,0
Продукты,Алматы,881300,1099172,BIN217926633614,ТОО ПрофСтрой 669,2,8,1305.63,14,223,18867760,0
Техника,Шымкент,3482491,2845362,BIN432937968638,ТОО ПрофСтрой 976,7,2,4891.14,1,324,12324238,0
Строительство,Шымкент,2580768,1879459,BIN950578466062,ТОО СнабKZ 954,8,8,5182.27,9,252,18324975,0
Медикаменты,Актобе,1776802,2273929,BIN955837935125,ТОО Медика 874,14,5,98711.22,9,89,11899462,0
Продукты,Актобе,1554301,2193166,BIN835858527778,ТОО ТехИмпорт 787,3,1,1768.26,13,197,19475719,0
Строительство,Астана,2260874,1432772,BIN843327026357,ТОО АстанаСнаб 707,3,5,5872.4,3,218,16793691,0
Техника,Атырау,2560053,2339901,BIN804522874312,ТОО ЭкоПоставка 704,13,7,3987.62,14,309,15558955,0
Строительство,Алматы,3564377,4009671,BIN323391639771,ТОО СнабKZ 124,4,5,7551.65,1,264,18425974,0
Продукты,Атырау,5679293,3850023,BIN669853556764,ТОО ПрофСтрой 94,2,10,6468.44,11,293,15329840,0
Продукты,Шымкент,3282457,2497496,BIN380032623994,ТОО СнабKZ 777,11,3,11126.97,4,500,1427330,0
Техника,Алматы,2035152,1607369,BIN554524225763,ТОО ЭкоПоставка 870,11,6,4512.53,7,66,4522446,0
Продукты,Астана,2930832,2190969,BIN788998709670,ТОО ЭкоПоставка 59,1,10,18549.57,4,229,2441983,0
Медикаменты,Астана,1476406,1883771,BIN535545090145,ТОО ЭкоПоставка 209,6,1,2226.86,6,470,6097597,0
Канцелярия,Алматы,3944671,2485149,BIN554364478271,ТОО Медика 635,10,8,5224.73,4,296,6344453,1
Медикаменты,Актобе,3608166,3069965,BIN934390016837,ТОО ТехИмпорт 635,7,1,14149.67,15,292,11450835,0
Продукты,Алматы,2319482,3118305,BIN739706315810,ТОО Медика 133,5,3,8990.24,7,146,17397120,0
Канцелярия,Атырау,3491402,4792888,BIN645502753843,ТОО АстанаСнаб 318,2,7,5306.08,9,150,17506023,0
Медикаменты,Алматы,3224545,4024377,BIN964082800397,ТОО АстанаСнаб 363,8,3,124020.96,8,236,13952097,0
Техника,Атырау,3100339,3871983,BIN605106849119,ТОО ПрофСтрой 252,3,8,91186.44,12,413,8104391,0
Техника,Актобе,2855144,3774276,BIN922401241029,ТОО ПрофСтрой 462,2,6,3817.04,12,194,12396592,0
Продукты,Шымкент,2810973,2989116,BIN135412568203,ТОО ЭкоПоставка 607,7,3,3428.02,5,357,6190423,0
Техника,Актобе,4593364,4071880,BIN433761429487,ТОО АстанаСнаб 239,4,4,36455.27,9,90,19499560,0
Канцелярия,Актобе,2793364,2596299,BIN275175157546,ТОО ПрофСтрой 319,4,8,20241.77,11,19,14647548,0
Канцелярия,Атырау,6537843,4210561,BIN559866962150,ТОО ТехИмпорт 404,2,6,251455.5,13,19,7464422,0
Медикаменты,Астана,5457435,3465769,BIN708018429861,ТОО СнабKZ 12,6,5,9728.05,11,385,13865684,0
Медикаменты,Актобе,1138541,1360073,BIN152408889445,ТОО Медика 710,7,3,1151.2,14,352,18018735,0
Канцелярия,Алматы,6770586,4369324,BIN598502499861,ТОО АстанаСнаб 666,4,3,9274.78,11,133,5031648,0
Строительство,Астана,5748499,4412228,BIN658158839684,ТОО ТехИмпорт 246,11,1,39644.82,8,482,14500136,1
Техника,Астана,2374649,3077162,BIN540552949032,ТОО Медика 435,1,8,9692.44,9,115,9848758,0
Канцелярия,Шымкент,3996794,3835788,BIN106997453002,ТОО СнабKZ 81,13,3,6891.02,5,365,5514633,0
Медикаменты,Астана,3647950,3796216,BIN946844866502,ТОО ТехИмпорт 334,11,3,6300.43,10,271,18102180,0
Медикаменты,Астана,2874146,2001717,BIN274325464225,ТОО ЭкоПоставка 223,3,8,143707.3,5,198,15593078,0
Продукты,Алматы,4697719,4294591,BIN455554941137,ТОО АстанаСнаб 995,7,1,12977.12,15,147,5640464,0
Строительство,Атырау,4709656,4364124,BIN371423219955,ТОО ПрофСтрой 126,4,9,8092.19,13,219,18642008,0
Строительство,Алматы,4368200,4678505,BIN320874583717,ТОО Медика 855,13,10,9043.89,5,487,6372607,0
Техника,Шымкент,3824306,4373052,BIN829581115318,ТОО ТехИмпорт 489,5,10,8791.51,8,202,5444096,0
Техника,Шымкент,2428362,2425504,BIN390244927281,ТОО ЭкоПоставка 755,9,7,3321.97,13,227,1545253,0
Техника,Астана,2159882,2868934,BIN240109997037,ТОО ТехИмпорт 490,13,1,3042.09,2,369,12372896,1
Техника,Атырау,4790711,3582821,BIN823050567962,ТОО ЭкоПоставка 927,12,6,9160.06,3,354,6513414,0
Канцелярия,Шымкент,3138751,3701358,BIN146856216649,ТОО ПрофСтрой 562,6,9,4741.32,12,255,11163656,0
Техника,Актобе,2012082,2339460,BIN969255635846,ТОО СнабKZ 763,7,6,4383.62,15,358,7394966,0
Канцелярия,Шымкент,2648788,2501326,BIN509873308847,ТОО АстанаСнаб 234,6,7,4721.55,10,335,8304518,0
Строительство,Шымкент,974798,746430,BIN766573151050,ТОО Медика 381,5,5,1907.63,14,349,16281252,0
Техника,Актобе,6720674,4990745,BIN189706018925,ТОО АстанаСнаб 480,10,10,10075.97,3,498,2289061,0
Техника,Атырау,776945,630464,BIN298683257775,ТОО ПрофСтрой 438,5,5,1037.31,9,143,1578869,0
Строительство,Алматы,604501,803867,BIN158657594558,ТОО Медика 390,9,8,664.29,11,355,16958161,0
Канцелярия,Атырау,3137043,3103198,BIN525804992045,ТОО АстанаСнаб 356,1,5,4090.02,4,154,4340706,0
Медикаменты,Алматы,2071393,2084899,BIN754568812744,ТОО Медика 956,12,7,5598.36,11,316,3815089,0
Строительство,Атырау,4058693,2956424,BIN180842398422,ТОО СнабKZ 360,3,3,21249.7,1,225,3146845,0
Техника,Астана,1692842,1744967,BIN575100071294,ТОО ПрофСтрой 822,1,2,1747.0,15,246,17828232,0
Канцелярия,Алматы,2148249,2323505,BIN329210741768,ТОО ЭкоПоставка 17,9,3,3420.78,7,280,7483513,0
Медикаменты,Астана,3607386,2896897,BIN846052794435,ТОО ПрофСтрой 730,8,8,6819.26,15,183,4569904,0
Продукты,Астана,724003,580995,BIN820365989578,ТОО Медика 672,7,7,755.74,14,456,11696189,0
Продукты,Атырау,4178744,3561442,BIN408363488362,ТОО ЭкоПоставка 420,5,5,7914.29,5,500,5437749,0
Канцелярия,Атырау,2615213,2068491,BIN351151013576,ТОО ЭкоПоставка 983,12,10,14213.11,7,313,16676873,0
Канцелярия,Шымкент,3749065,2751780,BIN202690913014,ТОО ТехИмпорт 909,3,9,5922.69,2,286,18776887,0
Продукты,Астана,2713279,1792398,BIN563464568789,ТОО АстанаСнаб 885,2,2,3241.67,2,246,2857007,0
Продукты,Шымкент,3090652,3072910,BIN571364359625,ТОО ПрофСтрой 380,4,6,3118.72,6,90,19724065,0
Медикаменты,Шымкент,1488454,1896070,BIN989609064294,ТОО ПрофСтрой 440,2,3,1782.58,1,489,7557825,0
Строительство,Алматы,1751582,1794385,BIN728334194997,ТОО ТехИмпорт 462,3,2,4526.05,9,33,11012122,0
Канцелярия,Астана,6987043,4743098,BIN482759294979,ТОО АстанаСнаб 175,3,3,13462.51,7,155,15923626,0
Медикаменты,Атырау,882890,1211658,BIN642459596972,ТОО СнабKZ 315,13,7,914.91,2,108,9702551,0
Техника,Астана,1339104,1595493,BIN211831416724,ТОО ЭкоПоставка 368,3,9,14245.79,13,291,8195665,0
Техника,Астана,4951150,3399342,BIN208560073254,ТОО СнабKZ 787,14,6,8024.55,14,199,18982560,1
Медикаменты,Атырау,5409263,3865780,BIN129173008097,ТОО СнабKZ 988,9,4,2704631.5,7,477,10833490,0
Продукты,Актобе,3299529,2428749,BIN539407372799,ТОО АстанаСнаб 871,12,4,6320.94,13,135,12141181,0
Продукты,Шымкент,1364271,1350937,BIN996935411342,ТОО АстанаСнаб 528,14,9,1519.23,11,443,7164313,0
Продукты,Шымкент,2032649,2316295,BIN854894911444,ТОО Медика 103,6,10,13461.25,1,182,5461051,0
Медикаменты,Астана,4733817,4744505,BIN939085209501,ТОО Медика 157,13,4,5145.45,1,456,7994268,0
Строительство,Шымкент,964988,716581,BIN606478424711,ТОО АстанаСнаб 452,11,8,4251.05,7,136,15850011,0
